entrez	cytoband	symbol
110599579	10q26.3	LOC110599579
110599582	2q37.3	LOC110599582
110599583	3q27.1	EEF1AKMT4-ECE2
110599586	17q25.3	LOC110599586
110599588	2q32	ASDURF
1106	15q26.1	CHD2
11060	16q22.1	WWP2
11061	13q14.3	CNMD
11062	7q22.3	DUS4L
11063	5q33.3	SOX30
11064	9q33.2	CNTRL
11065	20q13.12	UBE2C
11066	12q24.31	SNRNP35
11067	10q11.21	DEPP1
11068	3p21.31	CYB561D2
11069	2q31.1	RAPGEF4
1107	17p13.1	CHD3
11070	3p21.31	TMEM115
11072	17q12	DUSP14
11073	3q22.1	TOPBP1
11074	6p22.1	TRIM31
110740339	11p15.4	HS-E1
110740348	11p15	HBB-HS-107
11075	8q21.13	STMN2
11076	5p15.33	TPPP
11077	21q22.3	HSF2BP
11078	22q13.1	TRIOBP
11079	1p36.32	RER1
1108	12p13.31	CHD4
11080	1p31.1	DNAJB4
110806262	17q11.2	LOC110806262
110806263	5p15	LOC110806263
110806264	5p15	LOC110806264
110806268	12p13.31	DEFB109F
110806269	8p23.1	DEFB131E
110806270	11q13.4	DEFB130C
110806271	10q22.1	DDIT4-AS1
110806272	21q21.1	BTG3-AS1
110806273	22q12.3	SLC5A4-AS1
110806274	8p21.3	TNFRSF10A-AS1
110806276	1q41	LINC02474
110806277	19q13.32	PNMA8C
110806278	1q21.3	SPRR5
110806279	6q24.1	SMIM28
110806280	19p13.11	CCDC194
110806281	2q36.2	CCDC195
110806283	22q12.2	LIF-AS1
110806285	10p15.1	LINC02561
110806286	1p31.1	LINC02567
110806288	15q15.1	BMF-AS1
110806289	17q21.32	SKAP1-AS1
110806290	1q24.3	MYOCOS
110806291	1q21.1	RNU1-151P
110806292	4p16.1	DEFB130D
110806294	12q21.32	LINC02258
110806296	1p36.11	C1orf232
110806297	9p13.1	FAM240B
110806298	17q21.2	C17orf113
110806299	Xq26.3	ETDC
110806300	7q32.1	FLNC-AS1
110806301	19q13.43	LINC02560
110806303	1p36.21	SLC25A34-AS1
110806307	17q11.2	STIN2-VNTR
110806308	Xq26.2	GPC3-AS1
11081	12q21.33	KERA
11082	5q11.2	ESM1
11083	20q13.33	DIDO1
110841581	1p36.31	CAMTA1-DT
110841583	1q25.3	LAMC1-AS1
11085	1p12	ADAM30
11086	4q34.1	ADAM29
1109	10p15.1	AKR1C4
11091	9q34.2	WDR5
11092	9q34.13	SPACA9
11093	9q34.2	ADAMTS13
11094	9q34.2	CACFD1
11095	11q24.3	ADAMTS8
11096	21q21.3	ADAMTS5
11097	7p15.3	NUPL2
11098	11q14.2	PRSS23
11099	14q31.3	PTPN21
111	3q21.1	ADCY5
11100	19q13.2	HNRNPUL1
11101	10q26.13	ATE1
11102	3p14.3	RPP14
11103	12q21.2	KRR1
11104	6q25.1	KATNA1
11105	16q24.3	PRDM7
111064646	15q22.2	TPM1-AS
111064647	3p11.1	CSNKA2IP
111064648	17q22	SMIM36
111064649	5q31.2	SMIM33
111064650	19q13.42	C19orf85
11107	4q27	PRDM5
11108	12q23.3	PRDM4
111082961	1p34.1	PPIAP36
111082962	10q25.1	PPIAP38
111082963	10q25.3	PPIAP39
111082964	12p11.21	PPIAP44
111082965	17p13.1	PPIAP52
111082966	2p16.1	PPIAP63
111082967	2q33.3	PPIAP68
111082968	3q26.32	PPIAP75
111082969	7q35	PPIAP83
111082970	8q13.1	PPIAP86
111082971	9q31.2	PPIAP88
111082972	Xq28	PPIAP91
111082973	16q23.1	PPIAP49
111082974	16q23.1	PPIAP50
111082975	8q12.1	PPIAP85
111082976	1q23.3	PPIAP37
111082977	11p11.2	PPIAP41
111082978	16q21	PPIAP48
111082979	18q11.2	PPIAP57
111082980	2q21.1	PPIAP65
111082981	2q31.1	PPIAP67
111082982	3p21.2	PPIAP69
111082983	4q28.1	PPIAP76
111082984	8p12	PPIAP84
111082985	Xq22.1	PPIAP90
111082987	7q31.2	CFTR-AS1
111082988	8q12.3	LINC02155
111082989	5q31.2	CXXC5-AS1
111082990	15q26.2	LINC02157
111082991	17q25.3	NARF-AS1
111082992	12q13.11	LINC02156
111082993	6p21.33	LINC02569
111082994	5q14.3	LINC02488
111089941	20q11.22	MMP24-AS1-EDEM2
111099027	21q22.3	LOC111099027
111099028	21q22.2	LOC111099028
1111	11q24.2	CHEK1
11112	7p15.2	HIBADH
11113	12q24.23	CIT
11116	6q27	FGFR1OP
11117	2p23.3	EMILIN1
11118	6p22.2	BTN3A2
111188137	17p13.2	ERVK9-9
111188140	12p11.21	MTND5P43
111188141	19q13.2	ERVK9-11
111188142	7p14.2	ERVK9-7
111188143	5p13.2	ERVK9-4
111188144	17q21.32	ERVK9-10
111188145	8q11.23	ERVK9-8
111188146	6q21	ERVK9-6
111188147	5p15.33	ERVK9-5
111188148	3q27.2	ERVK9-3
111188149	2p24.1	ERVK9-2
111188150	1q21.2	ERVK9-1
111188160	19q13.12	MTND4P41
111188162	19q13.12	MTND5P45
11119	6p22.2	BTN3A1
1112	14q31.3-q32.11	FOXN3
11120	6p22.2	BTN2A1
111216274	6q24.1	NMBR-AS1
111216275	1q44	KIF26B-AS1
111216276	19q13.12	PMIS2
111216277	11q12.3	TEX54
111216278	12q24.31	OASL2P
111216279	11q13.2	RPS6KB2-AS1
111216280	7q22.3	LINC02577
111216281	1q21.3	IL6R-AS1
111216282	1p35.3	LINC02574
111216283	6p21.1	POLH-AS1
111216284	9p22.2	BNC2-AS1
111216285	21q21.1	LINC02573
111216286	21q22.3	LINC02575
111216287	9q33.1	LINC02578
11122	20q12-q13.11	PTPRT
11123	1p36.11	RCAN3
11124	1p32.3	FAF1
11126	1q21.1	CD160
11127	5q31.1	KIF3A
11128	10q22.3	POLR3A
11129	19q13.32	CLASRP
1113	14q32.12	CHGA
11130	10q21.1	ZWINT
11131	6p21.1	CAPN11
11132	2q37.3	CAPN10
11133	19q13.32	KPTN
11135	22q13.1	CDC42EP1
11136	19q13.11	SLC7A9
11137	12q23.3	PWP1
11138	2q11.2	TBC1D8
1114	20p12.3	CHGB
11140	19p13.2	CDC37
11141	Xp21.3-p21.2	IL1RAPL1
11142	20q13.12	PKIG
11143	17q21.33	KAT7
11144	22q13.1	DMC1
11145	11q12.3-q13.1	PLA2G16
11146	1p22.1	GLMN
11147	1p31.1	HHLA3
11148	3q13.13	HHLA2
11149	6q21	BVES
11151	16p11.2	CORO1A
11152	Xp11.23	WDR45
11153	12q23.3	FICD
11154	14q12	AP4S1
11155	10q23.2	LDB3
11156	8q24.3	PTP4A3
11157	4q31.22	LSM6
11158	22q13.33	RABL2B
11159	2q14.1	RABL2A
1116	1q32.1	CHI3L1
11160	8p11.23	ERLIN2
11161	14q24.3	ERG28
11162	4q28.1	NUDT6
11163	12q22	NUDT4
11164	10p14	NUDT5
11165	6p21.31	NUDT3
11166	13q32.1	SOX21
11167	3q13.33	FSTL1
11168	9p22.3	PSIP1
11169	14q22.2-q22.3	WDHD1
1117	1p13.2	CHI3L2
11170	3p14.3-p14.2	FAM107A
11171	12p12.3	STRAP
11172	9p24.1	INSL6
11173	15q25.1	ADAMTS7
11174	5q12.3	ADAMTS6
11176	12q13.3	BAZ2A
11177	14q13.1-q13.2	BAZ1A
11178	8p21.3	LZTS1
11179	7q31.1	ZNF277
1118	1q32.1	CHIT1
11180	3p21.31	WDR6
11181	11q23.3	TREH
11182	9q34.2	SLC2A6
11183	14q22.1	MAP4K5
11184	19q13.2	MAP4K1
11185	7p14.3	INMT
11186	3p21.31	RASSF1
11187	11p15.5	PKP3
11188	3p21.1	NISCH
11189	1q21.3	CELF3
1119	11q13.2	CHKA
11190	20q11.22	CEP250
11191	9p13.3	PTENP1
11192	2p16-p15	DYX3
11193	13q14.11	WBP4
11194	7q36.1	ABCB8
11196	10q26.11-q26.12	SEC23IP
11197	12q14.3	WIF1
11198	14q11.2	SUPT16H
11199	4q32.3	ANXA10
112	12q13.12	ADCY6
1120	22q13.33	CHKB
11200	22q12.1	CHEK2
11201	18q21.2	POLI
11202	19q13.41	KLK8
11209	1p36.13	MST1P2
1121	Xq21.2	CHM
11211	12q24.33	FZD10
11212	8p11.23	PLPBP
11213	12q14.3	IRAK3
11214	15q25.3	AKAP13
11215	13q14.11	AKAP11
11216	17p11.2	AKAP10
11217	9q31.3	AKAP2
11218	1p13.2	DDX20
11219	Xq28	TREX2
1122	1q43	CHML
11221	1q41	DUSP10
11222	3q22.1	MRPL3
11223	1p36.13	MST1L
11224	9q33.3	RPL35
11226	12q13.13	GALNT6
11227	2q24.1	GALNT5
11228	12p12.1	RASSF8
1123	2q31.1	CHN1
11230	Xp11.23	PRAF2
11231	6q21	SEC63
11232	17q23.3	POLG2
11234	11p15.1	HPS5
11235	3q26.1	PDCD10
11236	8q24.13	RNF139
11237	20p13	RNF24
11238	Xp22.2	CA5B
112398	19q13.2	EGLN2
112399	14q13.1	EGLN3
1124	7p14.3	CHN2
11240	1p36.13	PADI2
112401	19q13.42	BIRC8
11243	1q22	PMF1
11244	8q24.13	ZHX1
11245	15q14-q15.1	GPR176
112464	11p15.4	CAVIN3
11247	12q13.3	NXPH4
112476	16p11.2	PRRT2
112479	16p12.3	ERI2
11248	17q21.33	NXPH3
112483	17p13.1	SAT2
112487	14q12	DTD2
11249	2q22.1	NXPH2
112495	6q21	GTF3C6
11250	2q12.1	GPR45
11251	11q12.2	PTGDR2
11252	22q13.2	PACSIN2
11253	9q34.3	MAN1B1
11254	Xq23	SLC6A14
11255	20q13.33	HRH3
11257	7q21.12	TP53TG1
112574	5q11.2	SNX18
11258	9p13.3	DCTN3
11259	3q12.1	FILIP1L
112597	2p11.2	CYTOR
11260	12q14.2	XPOT
112609	6q14.2	MRAP2
11261	15q15.1	CHP1
112611	6q14.1	RWDD2A
112616	3p22.3	CMTM7
11262	2q37.1	SP140
11264	20q11.22	PXMP4
11266	1q23.3	DUSP12
11267	17q21.32	SNF8
11269	16q22.1	DDX19B
11270	6p21.33	NRM
112703	19q13.33	FAM71E1
112714	2q21.1	TUBA3E
11272	12p13.2	PRR4
112724	19q13.42	RDH13
11273	16p11.2	ATXN2L
11274	22q11.21	USP18
112744	6p12.2	IL17F
11275	4q32.3	KLHL2
112752	14q24.3	IFT43
112755	16p11.2	STX1B
11276	17q12	SYNRG
11277	3p21.31	TREX1
112770	1q22	GLMP
11278	13q22.1	KLF12
11279	Xp11.21	KLF8
1128	11q12.3	CHRM1
11280	3p22.2	SCN11A
112802	12q13.13	KRT71
11281	7p14.1	POU6F2
112812	19p13.2	FDX1L
112817	10q24.2	HOGA1
11282	5q35.3	MGAT4B
11283	19p13.12	CYP4F8
11284	19q13.33	PNKP
112840	14q23.2	WDR89
112846	14q23.1	RBM8B
112849	14q23.1	L3HYPDH
11285	5q35.3	B4GALT7
112858	20q13.12	TP53RK
112869	16p11.2	SGF29
112885	22q13.31	PHF21B
1129	7q33	CHRM2
112936	11q25	VPS26B
112937	11q25	GLB1L3
112939	19p13.13	NACC1
112942	2p16.1	CFAP36
112950	1p34.2	MED8
112970	1p32.3	KTI12
113	16q12.1	ADCY7
1130	1q42.3	LYST
113000	16p13.3	RPUSD1
113026	17q21.31	PLCD3
11309	11q13.4	SLCO2B1
113091	19q13.33	PTH2
1131	1q43	CHRM3
11311	1q21.2	VPS45
113115	6q23.3	MTFR2
11313	1p36.11	LYPLA2
113130	11q13.1	CDCA5
11314	17q25.1	CD300A
113146	14q32.33	AHNAK2
11315	1p36.23	PARK7
113157	11q12.2	RPLP0P2
11316	19p13.11	COPE
11317	20q13.12	RBPJL
113174	11p15.1	SAAL1
113177	19p13.3	IZUMO4
113178	19p13.3	SCAMP4
113179	19p13.3	ADAT3
11318	12q13.3	GPR182
113189	15q15.1	CHST14
11319	10q22.2	ECD
1132	11p11.2	CHRM4
11320	2q11.2	MGAT4A
113201	15q15.3	CASC4
11321	2p23.3	GPN1
11322	17q25.3	TMC6
113220	9q32	KIF12
113230	19p13.12	MISP3
113235	17q11.2	SLC46A1
113246	12p13.31	C12orf57
11325	17q23.3	DDX42
113251	12q13.12	LARP4
11326	Xq12	VSIG4
113263	7p21.3	GLCCI1
113277	17q21.31	TMEM106A
113278	20p13	SLC52A3
11328	7p14.3	FKBP9
11329	6p21.31	STK38
1133	15q14	CHRM5
11330	1p36.21	CTRC
11331	12p13.31	PHB2
11332	1p36.31	ACOT7
11333	7q22.1	PDAP1
11334	3p21.31	TUSC2
11335	7p15.2	CBX3
11336	5p15.33	EXOC3
11337	17p13.1	GABARAP
11338	19q13.42	U2AF2
11339	15q15.1	OIP5
1134	2q31.1	CHRNA1
11340	13q13.3	EXOSC8
113402	6q27	SFT2D1
11341	4q34.1	SCRG1
113419	2p13.3	TEX261
11342	3q25.1	RNF13
11343	3q21.3	MGLL
11344	3p21.2	TWF2
113444	1p34.3	SMIM12
11345	16q23.1	GABARAPL2
113451	1p35.1	AZIN2
113452	1p35.1	TMEM54
113457	2q21.1	TUBA3D
11346	5q33.1	SYNPO
1135	8p21.2	CHRNA2
113510	4q21.23	HELQ
113540	16q21	CMTM1
1136	15q25.1	CHRNA3
113612	4q25	CYP2U1
113622	13q34	ADPRHL1
113655	8q24.3	MFSD3
113675	12q24.13	SDSL
113691	22q11.21	TUBA3FP
1137	20q13.33	CHRNA4
113730	22q13.33	KLHDC7B
113746	11p15.5	ODF3
113763	7q36.1	ZBED6CL
113791	22q12.2	PIK3IP1
1138	15q25.1	CHRNA5
113802	1p13.3	HENMT1
113828	22q13.1	FAM83F
113829	5q31.3	SLC35A4
113835	19p12	ZNF257
113877	1p22.1-p13.3	DFNB32
113878	7q11.23	DTX2
1139	15q13.3	CHRNA7
114	8q24.22	ADCY8
1140	17p13.1	CHRNB1
114026	19q13.43	ZIM3
114034	1p34.1	TOE1
114036	21q22.11	LINC00310
114038	21q22.3	LINC00313
114041	21q22.2	B3GALT5-AS1
114042	21q22.3	LINC00334
114043	21q22.3	TSPEAR-AS2
114044	21q22.3	MCM3AP-AS1
114049	7q11.23	BUD23
114086	8p23.3-p22	DBA2
114088	14q22.1	TRIM9
1141	1q21.3	CHRNB2
114112	3q21.3	TXNRD3
114131	10p15.1	UCN3
114132	19q13.33	SIGLEC11
114134	12q12	SLC2A13
114182	6q23.2	FAM8A6P
114184	19q13.41	SIGLEC18P
114185	19q13.41	SIGLEC26P
114186	19q13.41	SIGLEC27P
114187	19q13.41	SIGLEC28P
114188	19q13.41	SIGLEC29P
114189	19q13.43	SIGLEC31P
114190	1q24.2	SIGLEC30P
114192	19q13.41	SIGLEC20P
114194	19q13.41	SIGLEC21P
114195	19q13.41	SIGLEC22P
114196	19q13.41	SIGLEC24P
114198	19q13.41	SIGLEC25P
1142	8p11.21	CHRNB3
114224	9p13.3	LOC114224
114293	16q22	ANBC
114294	15q22.2	LACTB
114299	9q31.3	PALM2
1143	15q25.1	CHRNB4
114327	6p12.2	EFHC1
114335	19q13.33	CGB1
114336	19q13.33	CGB2
1144	2q37.1	CHRND
114475	10p13	AD7
114477	5q31-q33	ATOD6
1145	17p13.2	CHRNE
114548	1q44	NLRP3
114568	2q21	NMTC1
114569	8q24.12	MAL2
114571	11q12.3	SLC22A9
114599	11q13.4	SNORD15B
1146	2q37.1	CHRNG
114609	11q24.2	TIRAP
114610	12p13	SAX1
114625	1p34.2	ERMAP
114655	4q31.3	SNORD73B
114657	22q12.3	COX7BP1
114659	17q11.2	LRRC37B
1147	10q24.31	CHUK
114757	17q25.1	CYGB
114758	Yq11.23	CSPG4P1Y
114760	Yq11.23	TTTY3
114761	Yq11.223	TTTY4
114769	11q22.3	CARD16
114770	19p13.12	PGLYRP2
114771	1q21.3	PGLYRP3
114780	16q23.2	PKD1L2
114781	6p21.2	BTBD9
114783	19q13.33	LMTK3
114784	1p35.1	CSMD2
114785	12q13.3	MBD6
114786	8q12.1	XKR4
114787	5q35.2	GPRIN1
114788	8q23.3	CSMD3
114789	9q34.11	SLC25A25
114790	2q35	STK11IP
114791	15q11.2	TUBGCP5
114792	6q16.1	KLHL32
114793	2q23.3	FMNL2
114794	22q13.1	ELFN2
114795	12q24.31-q24.32	TMEM132B
114796	7p22.3	PSMG3-AS1
114798	13q31.1	SLITRK1
114799	18q11.2	ESCO1
114800	2p16.1	CCDC85A
114801	6q23.1	TMEM200A
114803	1p32.1	MYSM1
114804	17q25.1	RNF157
114805	2q23.3-q24.1	GALNT13
114814	1q21.1	GNRHR2
114815	10q25.1	SORCS1
114817	15q25.2	CSPG4P5
114818	2p24.1	KLHL29
114819	1p36.13	CROCCP3
114821	6p22.1	ZBED9
114822	8q24.3	RHPN1
114823	19q13.42	LENG8
114824	Xq28	PNMA5
114825	5q33.3	PWWP2A
114826	17p13.3	SMYD4
114827	1p36.21	FHAD1
114836	1q23.2-q23.3	SLAMF6
114876	18q11.2	OSBPL1A
114879	11p15.4	OSBPL5
114880	2q31.2	OSBPL6
114881	17q21.32	OSBPL7
114882	12q21.2	OSBPL8
114883	1p32.3	OSBPL9
114884	3p23	OSBPL10
114885	3q21.2	OSBPL11
114890	Xq24	MRSS
114897	17q25.3	C1QTNF1
114898	5q33.3	C1QTNF2
114899	5p13.2	C1QTNF3
1149	18p11.21	CIDEA
114900	11p11.2	C1QTNF4
114902	11q23.3	C1QTNF5
114904	22q12.3	C1QTNF6
114905	4p15.32	C1QTNF7
114907	8q24.13	FBXO32
114908	11q22.2	TMEM123
114915	5q22.1	EPB41L4A-AS1
114926	8p11.21	SMIM19
114928	Xq22.1	GPRASP2
114932	4p16.1	MRFAP1L1
114960	7q32.2	TSGA13
114971	11p11.2	PTPMT1
114984	16p13.3	FLYWCH2
114987	9q32	WDR31
114990	16p13.3	VASN
114991	9q32	ZNF618
115	16p13.3	ADCY9
115004	6q13	CGAS
115019	1q32.1	SLC26A9
115024	17q21.2	NT5C3B
115098	19p13.11	CCDC124
115106	18q21.1	HAUS1
115110	1p36.32	TNFRSF14-AS1
115111	8q21.3	SLC26A7
115123	5q23.2	MARCH3
115196	19p13.3	ZNF554
1152	14q32.33	CKB
115201	Xq22.3	ATG4A
115207	13q22.3	KCTD12
115209	1p32.2-p32.1	OMA1
115265	4q24	DDIT4L
115273	1p35.3	RAB42
115286	3p14.1	SLC25A26
115290	19q13.2	FBXO17
115294	8q11.23	PCMTD1
1153	19p13.3	CIRBP
115330	7p22.3	GPR146
115350	1q23.1	FCRL1
115352	1q23.1	FCRL3
115353	1p32.3	LRRC42
115361	1p22.2	GBP4
115362	1p22.2	GBP5
115399	11p15.5	LRRC56
1154	3p21.2	CISH
115416	7p15.3	MALSU1
115426	9p24.1	UHRF2
1155	19q13.12	TBCB
115509	16p11.2	ZNF689
115548	5q13.2	FCHO2
115557	12q13.3	ARHGEF25
115560	3p21.31	ZNF501
115572	1p36.11	FAM46B
115584	16p12.1	SLC5A11
1156	14q32	CKBE
115650	22q13.2	TNFRSF13C
115653	19q13.42	KIR3DL3
115677	2q24.3	NOSTRIN
1157	16q11.2	CKBP1
115701	18q21.31-q21.32	ALPK2
115703	19q13.12	ARHGAP33
115704	19p13.2	EVI5L
115708	14q32.33	TRMT61A
115727	19q13.2	RASGRP4
115749	12q14.2	C12orf56
115752	15q22.31	DIS3L
115761	13q14.2	ARL11
115795	3p25.3	FANCD2OS
1158	19q13.32	CKM
115811	12q24.13	IQCD
115817	14q12	DHRS1
115825	13q14.3	WDFY2
115827	5q11.2	RAB3C
115861	19p13.11	NXNL1
1159	15q15.3	CKMT1B
115908	8q22.3	CTHRC1
115939	16p13.3	TSR3
115948	19p13.2	CCDC151
115950	19p13.2	ZNF653
115992	16q24.2-q24.3	RNF166
116	18p11.32	ADCYAP1
1160	5q14.1	CKMT2
116028	16p13.13	RMI2
116039	8q22.2	OSR2
116064	3q13.33	LRRC58
116068	5q14.3	LYSMD3
116071	11q13.1	BATF2
116085	11q13.1	SLC22A12
116092	20q13.12	DNTTIP1
116093	2q32.2	DIRC1
1161	5q12.1	ERCC8
116113	6p21.1	FOXP4
116115	19q13.2	ZNF526
116123	1q24.1	FMO9P
116135	3p24.1	LRRC3B
116138	6p21.1	KLHDC3
116143	2p14	WDR92
116149	20q13.2	RPL12P4
116150	6q22.1	NUS1
116151	20q13.2	FAM210B
116154	20q13.32-q13.33	PHACTR3
116159	21q21.3	CYYR1
116173	14q11.2	CMTM5
116179	15q15.2-q15.3	TGM7
116211	3q29	TM4SF19
116224	9q21.11	FAM122A
116225	9q34.3	ZMYND19
116228	1q44	COX20
116236	17q11.2	ABHD15
116238	17q11.2	TLCD1
116254	6q25.1	GINM1
116255	2q36.1	MOGAT1
116285	16p12.3	ACSM1
1163	1q21.3	CKS1B
116328	8q13.2	C8orf34
116337	11q24.2	PANX3
116349	5p15.33	EXOC3-AS1
116362	1p36.22	RBP7
116369	6p21.31	SLC26A8
116372	2q21.2	LYPD1
116379	6q23.3	IL22RA2
1164	9q22.2	CKS2
116412	19q13.43	ZNF837
116437	12q24.33	LINC01257
116441	3q25.1	TM4SF18
116442	Xq28	RAB39B
116443	9q31.1	GRIN3A
116444	19p13.3	GRIN3B
116447	8q24.3	TOP1MT
116448	21q22.11	OLIG1
116449	4p16.1	CLNK
116461	1q25.3	TSEN15
116496	1q25.3	FAM129A
116511	6p22.1	MAS1L
116512	11q13.3	MRGPRD
116519	11q23.3	APOA5
116534	11p15.4	MRGPRE
116535	11q13.3	MRGPRF
116540	2p13.1	MRPL53
116541	19p13.3	MRPL54
116629	6q21	HTX3
1167	20q11-q13	CLA3
116710	18q22.2	FRA18C
116729	17q25.3	PPP1R27
116730	11q13.2	RPL37P2
116809	3q24	RPL38P1
116828	13q13.1	N4BP2L2-IT2
116832	3q27.3	RPL39L
116833	7q11.2	ANIB1
116835	20p13	HSPA12B
116840	17p13.1	CNTROB
116841	1q42.13	SNAP47
116842	5q31.1	LEAP2
116843	6q23.2	SLC18B1
116844	19p13.3	LRG1
116931	3q25.1	MED12L
116933	3q25.1	CLRN1-AS1
116935	6p21.33	RPL3P2
116936	22q13.1	SNORD139
116937	22q13.1	SNORD83A
116938	22q13.1	SNORD83B
116966	4q34.2	WDR17
116969	11p15.4	ART5
116983	1p36.33	ACAP3
116984	4p14	ARAP2
116985	11q13.4	ARAP1
116986	12q14.1	AGAP2
116987	2q37.2	AGAP1
116988	7q36.1	AGAP3
117	7p14.3	ADCYAP1R1
117084	2p22.3-p21	CANDF1
117143	1q24.1	TADA1
117144	11q13.1	CATSPER1
117145	1q21.3	THEM4
117151	3q26.31	SLC31A1P1
117154	Xq21.2	DACH2
117155	15q15.3	CATSPER2
117156	5q32	SCGB3A2
117157	1q23.3	SH2D1B
117159	12q13.2	DCD
117166	16p13.3	WFIKKN1
117177	12q15	RAB3IP
117178	1p22.3	SSX2IP
117187	20p	ATOD3
117188	13q12-q14	ATOD5
117189	Xp11	GRDX
117190	2q37.1	HPE6
117191	17q	HYT1
117192	1p11	MNRI
117193	8q24.1	THMA
117194	11p15.1	MRGPRX2
117195	11p15.1	MRGPRX3
117196	11p15.1	MRGPRX4
117237	Xq25-q26	SXI2
117245	11q12.3	HRASLS5
117246	17q23.3	FTSJ3
117247	6q21	SLC16A10
117248	3p25.1	GALNT15
117283	6p21.31	IP6K3
117285	20q11.21	DEFB118
117286	19p13.11	CIB3
117289	6q25.3	TAGAP
1173	3q27.1	AP2M1
1174	7q22.1	AP1S1
1175	19q13.32	AP2S1
117531	9q21.13	TMC1
117532	20p13	TMC2
117579	19p13.12	RLN3
117581	2q37.3	TWIST2
117583	2q33.3	PARD3B
117584	17q12	RFFL
1176	5q22.3-q23.1	AP3S1
117608	5q35.3	ZNF354B
1178	19q13.2	CLC
117854	11p15.4	TRIM6
1179	1p22.3	CLCA1
118	4p16.3	ADD1
1180	7q34	CLCN1
1181	3q27.1	CLCN2
1182	4q33	CLCN3
1183	Xp22.2	CLCN4
1184	Xp11.23	CLCN5
118421	21q21.3	LINC00161
118424	1p36.33	UBE2J2
118425	4q21.21	PCAT4
118426	12p13.2	BORCS5
118427	1p21.1	OLFM3
118429	4q21.21	ANTXR2
118430	12q13.2	MUCL1
118432	17p13.1	RPL29P2
118433	2q14.1	RPL23AP7
118442	3p21.2	GPR62
118460	16q22.1	EXOSC6
118461	10q11.23	C10orf71
118471	10q26.3	PRAP1
118472	10q26.3	ZNF511
118487	10q22.2	CHCHD1
118490	10q22.2	MSS51
118491	10q22.2	CFAP70
1185	1p36.22	CLCN6
1186	16p13.3	CLCN7
118611	10q26.2	C10orf90
118663	10q26.13	BTBD16
118670	10q26.13	FAM24A
118672	10q26.13	PSTK
1187	1p36.13	CLCNKA
118738	10q11.22	ZNF488
118788	10q24.1	PIK3AP1
1188	1p36.13	CLCNKB
118812	10q24.2	MORN4
118813	10q24.2	ZFYVE27
118856	10q26.2	MMP21
118881	10q22.2	COMTD1
118924	10q23.33	FRA10AC1
118932	10q23.31	ANKRD22
118945	10q23.2	CTSLP1
118980	10q24.32	SFXN2
118987	10q25.3-q26.11	PDZD8
119	2p13.3	ADD2
119016	10q11.22	AGAP4
119032	10q24.32	BORCS7
1191	8p21.1	CLU
119180	10p11.23	LYZL2
1192	6p21.33	CLIC1
1193	Xq28	CLIC2
119358	10q23.31	SNRPD2P1
119369	10q23.32	NUDT9P1
119385	10q23.2	AGAP11
119391	10q25.1	GSTO2
119392	10q25.1	SFR1
119395	10q24.33	CALHM3
119437	10q26.3	CTAGE7P
119467	10q26.2	CLRN3
1195	2q33.1	CLK1
119504	10q22.1	ANAPC16
119548	10q25.3	PNLIPRP3
119559	10q26.11	SFXN4
119587	10q26.13	CPXM2
1196	1q22	CLK2
119678	11p15.4	OR52E2
119679	11p15.4	OR52J3
119682	11p15.4	OR51L1
119687	11p15.4	OR51A7
119692	11p15.4	OR51S1
119694	11p15.4	OR51F2
119695	11p15.4	OR52R1
119696	11p15.4	OR51N1P
1197	7p15.3	CLK2P1
119710	11p12	C11orf74
119722	11p13	KRT18P14
119749	11q11	OR4C46
119750	11p11.2	OR4C2P
119764	11p11.2	OR4X2
119765	11p11.2	OR4B1
119772	11p15.4	OR52M1
119774	11p15.4	OR52K2
119775	11p15.4	OR52P2P
1198	15q24.1	CLK3
12	14q32.13	SERPINA3
120	10q25.1-q25.2	ADD3
1200	11p15.4	TPP1
120065	11p15.4	OR5P2
120066	11p15.4	OR5P3
120071	11p11.2	LARGE2
1201	16p12.1	CLN3
120103	11q21	SLC36A4
120114	11q14.3	FAT3
120126	11q14.3	UBTFL2
120146	11q14.3	TRIM64
120224	11q24.3	TMEM45B
120227	11p15.2	CYP2R1
120237	11p15.1	DBX1
1203	13q22.3	CLN5
120318	11q22.1	RPS6P17
120321	11q22.2	CSNK1A1P2
120364	11q23.1	HNRNPA1P60
120376	11q23.1	COLCA2
120379	11q23.1	PIH1D2
1204	6p12.1	CLNS1AP1
120400	11q23.2	NXPE1
120406	11q23.2-q23.3	NXPE2
120425	11q23.3	JAML
120449	11p11.2	CTBP2P6
120526	11p13	DNAJC24
120528	11p13	CYCSP25
120534	11p14.1	ARL14EP
120586	11q12.1	OR8I2
1207	11q14.1	CLNS1A
120775	11p15.4	OR2D3
120776	11p15.4	OR2D2
120787	11p15.4	OR52W1
120793	11p15.4	OR56A4
120796	11p15.4	OR56A1
1208	6p21.31	CLPS
120824	11p11.12	TRIM51GP
120863	12q23.1	DEPDC4
120872	12q21.31	RPL7P38
120892	12q12	LRRK2
1209	19q13.32	CLPTM1
120935	12q23.1	CCDC38
120939	12p13.2	TMEM52B
121006	12q13.12	FAM186A
121014	12q12	TUBB8P5
121026	12q21.32	CYCSP30
121053	12q23.3	C12orf45
121054	12q23.3	KRT18P20
1211	9p13.3	CLTA
121129	12q13.2	OR2AP1
121130	12q13.2	OR10P1
121131	12q13.2	PSMB3P1
