entrez	cytoband	symbol	arm
112694710	20q	LOC112694710	20q
112694711	20q	LOC112694711	20q
112694712	20p	LOC112694712	20p
112694713	20p	LOC112694713	20p
112694714	20q	LOC112694714	20q
112694715	20q	LOC112694715	20q
112694716	20q	LOC112694716	20q
112694717	20q	LOC112694717	20q
112694718	20q	LOC112694718	20q
112694720	20q	LOC112694720	20q
112694721	20q	LOC112694721	20q
112694722	20q	LOC112694722	20q
112694723	20q	LOC112694723	20q
112694724	20q	LOC112694724	20q
112694725	20q	LOC112694725	20q
112694726	20q	LOC112694726	20q
112694727	20q	LOC112694727	20q
112694728	20q	LOC112694728	20q
112694729	20p	LOC112694729	20p
112694730	20p	LOC112694730	20p
112694731	20p	LOC112694731	20p
112694732	21q	LOC112694732	21q
112694733	21q	LOC112694733	21q
112694734	21q	LOC112694734	21q
112694735	21q	LOC112694735	21q
112694736	21q	LOC112694736	21q
112694740	21q	LOC112694740	21q
112694741	21q	LOC112694741	21q
112694744	21q	LOC112694744	21q
112694745	21q	LOC112694745	21q
112694746	21q	LOC112694746	21q
112694747	21q	LOC112694747	21q
112694748	21q	LOC112694748	21q
112694749	21q	LOC112694749	21q
112694750	21q	LOC112694750	21q
112694751	21q	LOC112694751	21q
112694752	21q	LOC112694752	21q
112694753	21q	LOC112694753	21q
112694754	21q	LOC112694754	21q
112694764	22q	LOC112694764	22q
112694766	22q	LOC112694766	22q
112694767	22q	LOC112694767	22q
112694768	22q	LOC112694768	22q
112694770	22q	LOC112694770	22q
112694771	22q	LOC112694771	22q
112694772	22q	LOC112694772	22q
112695074	22q	LOC112695074	22q
112695075	22q	LOC112695075	22q
112695076	22q	LOC112695076	22q
112695077	22q	LOC112695077	22q
112695078	22q	LOC112695078	22q
112695079	22q	LOC112695079	22q
112695080	22q	LOC112695080	22q
112695081	22q	LOC112695081	22q
112695084	22q	LOC112695084	22q
112695085	22q	LOC112695085	22q
112695086	22q	LOC112695086	22q
112695087	22q	LOC112695087	22q
112695088	22q	LOC112695088	22q
112695089	22q	LOC112695089	22q
112695090	22q	LOC112695090	22q
112695092	22q	LOC112695092	22q
112695093	22q	LOC112695093	22q
112695094	22q	LOC112695094	22q
112695095	22q	LOC112695095	22q
112695096	22q	LOC112695096	22q
112695097	22q	LOC112695097	22q
112695098	22q	LOC112695098	22q
112695099	22q	LOC112695099	22q
112695100	22q	LOC112695100	22q
112695101	22q	LOC112695101	22q
112695102	22q	LOC112695102	22q
112695103	22q	LOC112695103	22q
112695104	22q	LOC112695104	22q
112695105	22q	LOC112695105	22q
112695106	22q	LOC112695106	22q
112695107	22q	LOC112695107	22q
112695108	22q	LOC112695108	22q
112695110	2q	LOC112695110	2q
112695111	2q	LOC112695111	2q
112695112	2q	LOC112695112	2q
112695113	2q	LOC112695113	2q
112695114	2q	LOC112695114	2q
112695115	2q	LOC112695115	2q
11270	6p21.33	NRM	6p
112703	19q13.33	FAM71E1	19q
112714	2q21.1	TUBA3E	2q
11272	12p13.2	PRR4	12p
112724	19q13.42	RDH13	19q
11273	16p11.2	ATXN2L	16p
11274	22q11.21	USP18	22q
112744	6p12.2	IL17F	6p
11275	4q32.3	KLHL2	4q
112752	14q24.3	IFT43	14q
112755	16p11.2	STX1B	16p
11276	17q12	SYNRG	17q
11277	3p21.31	TREX1	3p
112770	1q22	GLMP	1q
11278	13q22.1	KLF12	13q
11279	Xp11.21	KLF8	Xp
1128	11q12.3	CHRM1	11q
11280	3p22.2	SCN11A	3p
112802	12q13.13	KRT71	12q
112806037	2q	LOC112806037	2q
112806038	2q	LOC112806038	2q
112806039	2q	LOC112806039	2q
112806040	2q	LOC112806040	2q
112806041	2q	LOC112806041	2q
112806042	2p	LOC112806042	2p
112806043	2q	LOC112806043	2q
112806044	2q	LOC112806044	2q
112806045	2q	LOC112806045	2q
112806046	2q	LOC112806046	2q
112806047	2q	LOC112806047	2q
112806048	2q	LOC112806048	2q
112806050	2q	LOC112806050	2q
112806051	2q	LOC112806051	2q
112806053	3q13.2	TBILA	3q
112806054	2q	LOC112806054	2q
112806055	2q	LOC112806055	2q
112806056	2q	LOC112806056	2q
112806057	2q	LOC112806057	2q
112806058	2q	LOC112806058	2q
112806059	2q	LOC112806059	2q
112806060	2q	LOC112806060	2q
112806061	2q	LOC112806061	2q
112806062	2q	LOC112806062	2q
112806063	2q	LOC112806063	2q
112806064	2q	LOC112806064	2q
112806065	2q	LOC112806065	2q
112806066	2q	LOC112806066	2q
112806067	2q	LOC112806067	2q
112806068	2q	LOC112806068	2q
112806069	2q	LOC112806069	2q
112806070	2q	LOC112806070	2q
112806071	2q	LOC112806071	2q
112806072	2p	LOC112806072	2p
112806073	2q	LOC112806073	2q
112806074	2q	LOC112806074	2q
112806075	2q	LOC112806075	2q
112806076	2q	LOC112806076	2q
112806077	2q	LOC112806077	2q
112806078	2q	LOC112806078	2q
112806079	2q	LOC112806079	2q
112806080	2q	LOC112806080	2q
112806081	2q	LOC112806081	2q
11281	7p14.1	POU6F2	7p
112812	19p13.2	FDX2	19p
112817	10q24.2	HOGA1	10q
11282	5q35.3	MGAT4B	5q
11283	19p13.12	CYP4F8	19p
11284	19q13.33	PNKP	19q
112840	14q23.2	WDR89	14q
112840900	2q	LOC112840900	2q
112840901	2q	LOC112840901	2q
112840902	2q	LOC112840902	2q
112840903	2q	LOC112840903	2q
112840904	2q	LOC112840904	2q
112840905	2q	LOC112840905	2q
112840906	2q	LOC112840906	2q
112840907	2p	LOC112840907	2p
112840908	2q	LOC112840908	2q
112840909	2q	LOC112840909	2q
112840910	2q	LOC112840910	2q
112840911	2q	LOC112840911	2q
112840912	2q	LOC112840912	2q
112840913	2q	LOC112840913	2q
112840914	2q	LOC112840914	2q
112840915	2q	LOC112840915	2q
112840916	2p	LOC112840916	2p
112840917	2p	LOC112840917	2p
112840918	2q	LOC112840918	2q
112840919	2q	LOC112840919	2q
112840920	2q	LOC112840920	2q
112840921	2p	LOC112840921	2p
112840922	2p	LOC112840922	2p
112840923	2p	LOC112840923	2p
112840924	2p	LOC112840924	2p
112840925	2p	LOC112840925	2p
112840926	2p	LOC112840926	2p
112840927	2p	LOC112840927	2p
112840929	2p	LOC112840929	2p
112840930	2p	LOC112840930	2p
112840931	2p	LOC112840931	2p
112840932	2p	LOC112840932	2p
112840933	3p21.31	ZKSCAN7-AS1	3p
112840934	1p13.2	NGF-AS1	1p
112840935	2p	LOC112840935	2p
112840936	2p	LOC112840936	2p
112840937	2p	LOC112840937	2p
112840938	2p	LOC112840938	2p
112840939	2p	LOC112840939	2p
112840940	2p	LOC112840940	2p
112840941	2p	LOC112840941	2p
112840942	2p	LOC112840942	2p
112840943	2p	LOC112840943	2p
112841579	2p	LOC112841579	2p
112841580	2p	LOC112841580	2p
112841582	2p	LOC112841582	2p
112841589	2p	LOC112841589	2p
112841592	2p	LOC112841592	2p
112841595	2p	LOC112841595	2p
112841596	2p	LOC112841596	2p
112841597	2p	LOC112841597	2p
112841598	2p	LOC112841598	2p
112841599	2p	LOC112841599	2p
112841600	2p	LOC112841600	2p
112841601	2p	LOC112841601	2p
112841602	2p	LOC112841602	2p
112841603	2p	LOC112841603	2p
112841604	2p	LOC112841604	2p
112841605	2p	LOC112841605	2p
112841606	2q	LOC112841606	2q
112841607	2q	LOC112841607	2q
112841608	2q	LOC112841608	2q
112841609	3p	LOC112841609	3p
112841610	3q	LOC112841610	3q
112841611	3q	LOC112841611	3q
112846	14q23.1	RBM8B	14q
112848341	3q	LOC112848341	3q
112848342	3p	LOC112848342	3p
112848343	3q	LOC112848343	3q
112848344	3q	LOC112848344	3q
112849	14q23.1	L3HYPDH	14q
11285	5q35.3	B4GALT7	5q
112858	20q13.12	TP53RK	20q
112869	16p11.2	SGF29	16p
112872290	3q	LOC112872290	3q
112872291	3q	LOC112872291	3q
112872292	3q	LOC112872292	3q
112872293	3q	LOC112872293	3q
112872294	3q	LOC112872294	3q
112872295	3q	LOC112872295	3q
112872296	3q	LOC112872296	3q
112872297	3q	LOC112872297	3q
112872298	3q	LOC112872298	3q
112872299	3q	LOC112872299	3q
112872300	3q	LOC112872300	3q
112872301	3q	LOC112872301	3q
112872302	3q	LOC112872302	3q
112872303	3q	LOC112872303	3q
112872304	3q	LOC112872304	3q
112885	22q13.31	PHF21B	22q
1129	7q33	CHRM2	7q
112903833	9q22.32	MIRLET7A1HG	9q
112903834	3p	LOC112903834	3p
112903835	3q	LOC112903835	3q
112903836	3q	LOC112903836	3q
112903837	3q	LOC112903837	3q
112903838	3q	LOC112903838	3q
112903839	3q	LOC112903839	3q
112903840	3q	LOC112903840	3q
112903841	3p	LOC112903841	3p
112903842	3q	LOC112903842	3q
112935892	8q21.13	LINC02605	8q
112935896	3q	LOC112935896	3q
112935897	3q	LOC112935897	3q
112935898	3q	LOC112935898	3q
112935899	3q	LOC112935899	3q
112935900	3q	LOC112935900	3q
112935901	3q	LOC112935901	3q
112935902	3p	LOC112935902	3p
112935904	3q	LOC112935904	3q
112935905	3q	LOC112935905	3q
112935906	3q	LOC112935906	3q
112935907	3q	LOC112935907	3q
112935908	3q	LOC112935908	3q
112935909	3q	LOC112935909	3q
112935910	3q	LOC112935910	3q
112935911	3q	LOC112935911	3q
112935912	3q	LOC112935912	3q
112935913	3q	LOC112935913	3q
112935914	3q	LOC112935914	3q
112935917	3q	LOC112935917	3q
112935918	3q	LOC112935918	3q
112935919	3q	LOC112935919	3q
112935920	3q	LOC112935920	3q
112935921	3q	LOC112935921	3q
112935922	3q	LOC112935922	3q
112935923	3q	LOC112935923	3q
112935924	3q	LOC112935924	3q
112935925	3q	LOC112935925	3q
112935926	3q	LOC112935926	3q
112935927	3p	LOC112935927	3p
112935928	3p	LOC112935928	3p
112935929	3p	LOC112935929	3p
112935930	3p	LOC112935930	3p
112935931	3p	LOC112935931	3p
112935932	3p	LOC112935932	3p
112935933	3p	LOC112935933	3p
112935934	3p	LOC112935934	3p
112935935	3p	LOC112935935	3p
112935936	3p	LOC112935936	3p
112935937	3p	LOC112935937	3p
112935938	3p	LOC112935938	3p
112935941	3p	LOC112935941	3p
112935942	3p	LOC112935942	3p
112935943	3p	LOC112935943	3p
112935944	3p	LOC112935944	3p
112935945	3p	LOC112935945	3p
112935946	3p	LOC112935946	3p
112935947	3p	LOC112935947	3p
112935948	3p	LOC112935948	3p
112935949	3p	LOC112935949	3p
112935950	3p	LOC112935950	3p
112935951	3p	LOC112935951	3p
112935952	3p	LOC112935952	3p
112935953	3p	LOC112935953	3p
112935954	3p	LOC112935954	3p
112935955	3p	LOC112935955	3p
112935956	3p	LOC112935956	3p
112935957	3p	LOC112935957	3p
112935958	3p	LOC112935958	3p
112935959	3p	LOC112935959	3p
112935960	12q13.13	SCAT2	12q
112935961	3p	LOC112935961	3p
112935962	3p	LOC112935962	3p
112935963	3p	LOC112935963	3p
112935964	3q	LOC112935964	3q
112935965	3q	LOC112935965	3q
112935966	3q	LOC112935966	3q
112935968	8q22.3	PTMAP15	8q
112935969	6q12	SCAT8	6q
112935970	4q	LOC112935970	4q
112935971	4q	LOC112935971	4q
112935972	4q	LOC112935972	4q
112935973	4q	LOC112935973	4q
112935974	4q	LOC112935974	4q
112935975	4q	LOC112935975	4q
112935976	4q	LOC112935976	4q
112935977	4q	LOC112935977	4q
112935978	4q	LOC112935978	4q
112935979	4q	LOC112935979	4q
112935980	4q	LOC112935980	4q
112936	11q25	VPS26B	11q
112937	11q25	GLB1L3	11q
112939	19p13.13	NACC1	19p
112939918	4q	LOC112939918	4q
112939919	4q	LOC112939919	4q
112939920	4q	LOC112939920	4q
112939921	4q	LOC112939921	4q
112939922	4q	LOC112939922	4q
112939923	4q	LOC112939923	4q
112939924	4p	LOC112939924	4p
112939926	4q	LOC112939926	4q
112939927	4q	LOC112939927	4q
112939928	4p	LOC112939928	4p
112939929	4p	LOC112939929	4p
112939930	4p	LOC112939930	4p
112939931	4p	LOC112939931	4p
112939932	4p	LOC112939932	4p
112939933	4p	LOC112939933	4p
112939934	4p	LOC112939934	4p
112939935	4p	LOC112939935	4p
112939936	4p	LOC112939936	4p
112942	2p16.1	CFAP36	2p
112942284	4p	LOC112942284	4p
112942285	4p	LOC112942285	4p
112942286	4p	LOC112942286	4p
112942287	4p	LOC112942287	4p
112950	1p34.2	MED8	1p
112970	1p32.3	KTI12	1p
112978663	4p	LOC112978663	4p
112978664	4p	LOC112978664	4p
112978667	4p	LOC112978667	4p
112978668	4p	LOC112978668	4p
112978669	4q	LOC112978669	4q
112978670	4q	LOC112978670	4q
112978671	4q	LOC112978671	4q
112997534	4q	LOC112997534	4q
112997535	4q	LOC112997535	4q
112997536	4p	LOC112997536	4p
112997537	4q	LOC112997537	4q
112997538	4q	LOC112997538	4q
112997539	4q	LOC112997539	4q
112997540	4q	LOC112997540	4q
112997541	4q	LOC112997541	4q
112997542	4q	LOC112997542	4q
112997543	4q	LOC112997543	4q
112997544	4q	LOC112997544	4q
112997545	4q	LOC112997545	4q
112997546	4q	LOC112997546	4q
112997547	4q	LOC112997547	4q
112997548	5p	LOC112997548	5p
112997549	5p	LOC112997549	5p
112997550	5p	LOC112997550	5p
112997551	5p	LOC112997551	5p
112997552	5q	LOC112997552	5q
112997553	5q	LOC112997553	5q
112997554	5q	LOC112997554	5q
112997555	5q	LOC112997555	5q
112997556	5q	LOC112997556	5q
112997557	5q	LOC112997557	5q
112997558	5q	LOC112997558	5q
112997559	5q	LOC112997559	5q
112997560	5q	LOC112997560	5q
112997561	5q	LOC112997561	5q
112997562	5q	LOC112997562	5q
112997563	5q	LOC112997563	5q
112997564	5q	LOC112997564	5q
112997565	5q	LOC112997565	5q
112997566	5q	LOC112997566	5q
112997567	5q	LOC112997567	5q
112997568	5q	LOC112997568	5q
112997569	5q	LOC112997569	5q
112997570	5q	LOC112997570	5q
112997571	5q	LOC112997571	5q
112997572	5q	LOC112997572	5q
112997574	5q	LOC112997574	5q
112997575	5q	LOC112997575	5q
112997576	5q	LOC112997576	5q
112997577	5q	LOC112997577	5q
112997578	5q	LOC112997578	5q
112997579	5q	LOC112997579	5q
112997580	5q	LOC112997580	5q
112997581	5q	LOC112997581	5q
112997582	5q	LOC112997582	5q
112997583	5q	LOC112997583	5q
112997584	5q	LOC112997584	5q
112997585	5p	LOC112997585	5p
112997586	5p	LOC112997586	5p
112997587	5p	LOC112997587	5p
112997588	5p	LOC112997588	5p
112997589	5p	LOC112997589	5p
112997590	5p	LOC112997590	5p
112997591	5p	LOC112997591	5p
112997592	5p	LOC112997592	5p
112997593	5p	LOC112997593	5p
112997594	5q	LOC112997594	5q
112997595	5q	LOC112997595	5q
112997596	5q	LOC112997596	5q
113	16q12.1	ADCY7	16q
1130	1q42.3	LYST	1q
113000	16p13.3	RPUSD1	16p
113002585	5q	LOC113002585	5q
113002586	5p	LOC113002586	5p
113002587	5p	LOC113002587	5p
113002588	5q	LOC113002588	5q
113002589	5q	LOC113002589	5q
113002590	5q	LOC113002590	5q
113002591	5q	LOC113002591	5q
113002592	5q	LOC113002592	5q
113002593	5q	LOC113002593	5q
113002594	5q	LOC113002594	5q
113002595	5q	LOC113002595	5q
113002596	5q	LOC113002596	5q
113026	17q21.31	PLCD3	17q
11309	11q13.4	SLCO2B1	11q
113091	19q13.33	PTH2	19q
1131	1q43	CHRM3	1q
11311	1q21.2	VPS45	1q
113115	6q23.3	MTFR2	6q
113121298	6p	LOC113121298	6p
113121299	6q	LOC113121299	6q
113121300	6q	LOC113121300	6q
113121301	6q	LOC113121301	6q
113121302	6q	LOC113121302	6q
113121303	6q	LOC113121303	6q
113121304	6q	LOC113121304	6q
11313	1p36.11	LYPLA2	1p
113130	11q13.1	CDCA5	11q
11314	17q25.1	CD300A	17q
113146	14q32.33	AHNAK2	14q
113146407	6p	LOC113146407	6p
113146409	6q	LOC113146409	6q
113146411	6p	LOC113146411	6p
113146412	6p	LOC113146412	6p
113146413	6q	LOC113146413	6q
113146414	6q	LOC113146414	6q
113146415	6q	LOC113146415	6q
113146417	6q	LOC113146417	6q
113146418	6q	LOC113146418	6q
113146419	6q	LOC113146419	6q
113146422	6q	LOC113146422	6q
113146423	6q	LOC113146423	6q
113146424	6p	LOC113146424	6p
113146425	6p	LOC113146425	6p
113146426	6q	LOC113146426	6q
11315	1p36.23	PARK7	1p
113157	11q12.2	RPLP0P2	11q
11316	19p13.11	COPE	19p
11317	20q13.12	RBPJL	20q
113174	11p15.1	SAAL1	11p
113174970	6p	LOC113174970	6p
113174971	6q	LOC113174971	6q
113174972	6q	LOC113174972	6q
113174973	6q	LOC113174973	6q
113174974	6p	LOC113174974	6p
113174975	6p	LOC113174975	6p
113174976	6p	LOC113174976	6p
113174977	6p	LOC113174977	6p
113174978	6p	LOC113174978	6p
113174981	6p	LOC113174981	6p
113174982	6p	LOC113174982	6p
113174983	6p	LOC113174983	6p
113174984	6p	LOC113174984	6p
113174985	6p	LOC113174985	6p
113174986	6p	LOC113174986	6p
113174987	6p	LOC113174987	6p
113174988	6p	LOC113174988	6p
113174989	6p	LOC113174989	6p
113174991	6p	LOC113174991	6p
113174992	6p	LOC113174992	6p
113174993	6p	LOC113174993	6p
113174995	6p	LOC113174995	6p
113174996	6p	LOC113174996	6p
113174997	6p	LOC113174997	6p
113174998	6p	LOC113174998	6p
113174999	6p	LOC113174999	6p
113175000	6p	LOC113175000	6p
113175001	6p	LOC113175001	6p
113175002	6p	LOC113175002	6p
113175003	6p	LOC113175003	6p
113175004	6p	LOC113175004	6p
113175005	6p	LOC113175005	6p
113175006	6p	LOC113175006	6p
113175007	6p	LOC113175007	6p
113175008	6p	LOC113175008	6p
113175009	6p	LOC113175009	6p
113175010	6q	LOC113175010	6q
113175011	6q	LOC113175011	6q
113175012	6q	LOC113175012	6q
113175013	6p	LOC113175013	6p
113175014	6p	LOC113175014	6p
113175015	6p	LOC113175015	6p
113175016	6p	LOC113175016	6p
113175017	6q	LOC113175017	6q
113175018	6q	LOC113175018	6q
113175019	6q	LOC113175019	6q
113175020	6q	LOC113175020	6q
113177	19p13.3	IZUMO4	19p
113178	19p13.3	SCAMP4	19p
113179	19p13.3	ADAT3	19p
11318	12q13.3	GPR182	12q
113189	15q15.1	CHST14	15q
11319	10q22.2	ECD	10q
1132	11p11.2	CHRM4	11p
11320	2q11.2	MGAT4A	2q
113201	15q15.3	CASC4	15q
11321	2p23.3	GPN1	2p
113218477	10q11.23	TIMM23B-AGAP6	10q
113218480	22q13.33	MIR12114	22q
113218481	14q23.1	MIR9718	14q
113218482	12q13.13	MIR9898	12q
113218483	3q13.2	MIR9900	3q
113218484	12q24.31	MIR9902-1	12q
113218485	2q21.2	MIR9986	2q
113218486	11q13.1	MIR10392	11q
113218487	19q13.43	MIR10394	19q
113218488	21p11.2	MIR10396B	21p
113218489	6p21.1	MIR10398	6p
113218490	5p15.1	MIR10522	5p
113218491	6q14.1	MIR10524	6q
113218492	11q24.1	MIR10526	11q
113218493	15q25.3	MIR11181	15q
113218494	10q25.3	MIR9851	10q
113218495	2q23.2	MIR9899	2q
113218496	16p11.2	MIR9901	16p
113218497	8q22.2	MIR9903	8q
113218498	Yp11.2	MIR9985	Yp
113218499	17q21.32	MIR10226	17q
113218500	15q21.1	MIR10393	15q
113218501	21p11.2	MIR10396A	21p
113218502	5p15.2	MIR10397	5p
113218503	7q34	MIR10399	7q
113218504	7q11.23	MIR10525	7q
113218505	12q14.2	MIR10527	12q
113218506	1p13.2	MIR11399	1p
113218507	4p15.33	MIR12113	4p
113218508	6p21.2	MIR9983	6p
113218509	16q24.2	MIR11401	16q
113218510	5q35.1	MIR10523	5q
113218511	12q24.31	MIR9902-2	12q
113218512	8q24.3	MIR10400	8q
113219431	7q	LOC113219431	7q
113219432	7q	LOC113219432	7q
113219433	7q	LOC113219433	7q
113219434	7q	LOC113219434	7q
113219436	7q	LOC113219436	7q
113219437	7q	LOC113219437	7q
113219438	7q	LOC113219438	7q
113219439	7q	LOC113219439	7q
113219440	7q	LOC113219440	7q
113219441	7q	LOC113219441	7q
113219442	7q	LOC113219442	7q
113219443	7q	LOC113219443	7q
113219444	7q	LOC113219444	7q
113219445	7q	LOC113219445	7q
113219446	7q	LOC113219446	7q
113219447	7q	LOC113219447	7q
113219450	4p15.2	MIR12115	4p
113219451	1q25.2	MIR12116	1q
113219452	9p21.1	MIR12117	9p
113219453	7q22.1	MIR12119	7q
113219454	14q32.33	MIR12121	14q
113219455	20q13.13	MIR12122	20q
113219456	8q21.13	MIR12123	8q
113219457	3q21.3	MIR12124	3q
113219458	5q34	MIR12125	5q
113219459	9q34.11	MIR12126	9q
113219460	Xq28	MIR12129	Xq
113219461	6q25.1	MIR12131	6q
113219462	15q24.1	MIR12135	15q
113219463	16q24.1	MIR12128	16q
113219464	5q23.1	MIR12130	5q
113219465	1p31.3	MIR12132	1p
113219466	1p21.3	MIR12133	1p
113219467	1p36.33	MIR12136	1p
113219468	Yq11.221	MIR12120	Yq
113219469	5q35.2	MIR12118	5q
113219470	3p25.3	MIR12127	3p
113219471	7q	LOC113219471	7q
113219472	7q	LOC113219472	7q
113219474	7q	LOC113219474	7q
113219475	7q	LOC113219475	7q
11322	17q25.3	TMC6	17q
113220	9q32	KIF12	9q
113225348	7q	LOC113225348	7q
113225349	7q	LOC113225349	7q
113225350	7q	LOC113225350	7q
113225351	7q	LOC113225351	7q
113225352	7q	LOC113225352	7q
113230	19p13.12	MISP3	19p
113235	17q11.2	SLC46A1	17q
113246	12p13.31	C12orf57	12p
11325	17q23.3	DDX42	17q
113251	12q13.12	LARP4	12q
11326	Xq12	VSIG4	Xq
113263	7p21.3	GLCCI1	7p
113277	17q21.31	TMEM106A	17q
113278	20p13	SLC52A3	20p
11328	7p14.3	FKBP9	7p
11329	6p21.31	STK38	6p
1133	15q14	CHRM5	15q
11330	1p36.21	CTRC	1p
11331	12p13.31	PHB2	12p
11332	1p36.31	ACOT7	1p
11333	7q22.1	PDAP1	7q
11334	3p21.31	TUSC2	3p
11335	7p15.2	CBX3	7p
11336	5p15.33	EXOC3	5p
11337	17p13.1	GABARAP	17p
11338	19q13.42	U2AF2	19q
11339	15q15.1	OIP5	15q
1134	2q31.1	CHRNA1	2q
11340	13q13.3	EXOSC8	13q
113402	6q27	SFT2D1	6q
11341	4q34.1	SCRG1	4q
113419	2p13.3	TEX261	2p
11342	3q25.1	RNF13	3q
11343	3q21.3	MGLL	3q
11344	3p21.2	TWF2	3p
113444	1p34.3	SMIM12	1p
11345	16q23.1	GABARAPL2	16q
113451	1p35.1	AZIN2	1p
113452	1p35.1	TMEM54	1p
113457	2q21.1	TUBA3D	2q
11346	5q33.1	SYNPO	5q
1135	8p21.2	CHRNA2	8p
113510	4q21.23	HELQ	4q
113540	16q21	CMTM1	16q
1136	15q25.1	CHRNA3	15q
113612	4q25	CYP2U1	4q
113622	13q34	ADPRHL1	13q
113655	8q24.3	MFSD3	8q
113675	12q24.13	SDSL	12q
113691	22q11.21	TUBA3FP	22q
1137	20q13.33	CHRNA4	20q
113730	22q13.33	KLHDC7B	22q
113746	11p15.5	ODF3	11p
113763	7q36.1	ZBED6CL	7q
113791	22q12.2	PIK3IP1	22q
1138	15q25.1	CHRNA5	15q
113802	1p13.3	HENMT1	1p
113828	22q13.1	FAM83F	22q
113829	5q31.3	SLC35A4	5q
113835	19p12	ZNF257	19p
113877	1p22.1-p13.3	DFNB32	1p
113878	7q11.23	DTX2	7q
1139	15q13.3	CHRNA7	15q
114	8q24.22	ADCY8	8q
1140	17p13.1	CHRNB1	17p
114026	19q13.43	ZIM3	19q
114034	1p34.1	TOE1	1p
114036	21q22.11	LINC00310	21q
114038	21q22.3	LINC00313	21q
114041	21q22.2	B3GALT5-AS1	21q
114042	21q22.3	LINC00334	21q
114043	21q22.3	TSPEAR-AS2	21q
114044	21q22.3	MCM3AP-AS1	21q
114049	7q11.23	BUD23	7q
114086	8p23.3-p22	DBA2	8p
114088	14q22.1	TRIM9	14q
1141	1q21.3	CHRNB2	1q
114112	3q21.3	TXNRD3	3q
114131	10p15.1	UCN3	10p
114132	19q13.33	SIGLEC11	19q
114134	12q12	SLC2A13	12q
114182	6q23.2	FAM8A6P	6q
114184	19q13.41	SIGLEC18P	19q
114185	19q13.41	SIGLEC26P	19q
114186	19q13.41	SIGLEC27P	19q
114187	19q13.41	SIGLEC28P	19q
114188	19q13.41	SIGLEC29P	19q
114189	19q13.43	SIGLEC31P	19q
114190	1q24.2	SIGLEC30P	1q
114192	19q13.41	SIGLEC20P	19q
114194	19q13.41	SIGLEC21P	19q
114195	19q13.41	SIGLEC22P	19q
114196	19q13.41	SIGLEC24P	19q
114198	19q13.41	SIGLEC25P	19q
1142	8p11.21	CHRNB3	8p
114224	9p13.3	LOC114224	9p
114293	16q22	ANBC	16q
114294	15q22.2	LACTB	15q
114299	9q31.3	PALM2	9q
1143	15q25.1	CHRNB4	15q
114327	6p12.2	EFHC1	6p
114335	19q13.33	CGB1	19q
114336	19q13.33	CGB2	19q
1144	2q37.1	CHRND	2q
114475	10p13	AD7	10p
114477	5q31-q33	ATOD6	5q
1145	17p13.2	CHRNE	17p
114548	1q44	NLRP3	1q
114568	2q21	NMTC1	2q
114569	8q24.12	MAL2	8q
114571	11q12.3	SLC22A9	11q
114599	11q13.4	SNORD15B	11q
1146	2q37.1	CHRNG	2q
114609	11q24.2	TIRAP	11q
114610	12p13	SAX1	12p
114625	1p34.2	ERMAP	1p
114655	4q31.3	SNORD73B	4q
114657	22q12.3	COX7BP1	22q
114659	17q11.2	LRRC37B	17q
1147	10q24.31	CHUK	10q
114757	17q25.1	CYGB	17q
114758	Yq11.23	CSPG4P1Y	Yq
114760	Yq11.23	TTTY3	Yq
114761	Yq11.223	TTTY4	Yq
114769	11q22.3	CARD16	11q
114770	19p13.12	PGLYRP2	19p
114771	1q21.3	PGLYRP3	1q
114780	16q23.2	PKD1L2	16q
114781	6p21.2	BTBD9	6p
114783	19q13.33	LMTK3	19q
114784	1p35.1	CSMD2	1p
114785	12q13.3	MBD6	12q
114786	8q12.1	XKR4	8q
114787	5q35.2	GPRIN1	5q
114788	8q23.3	CSMD3	8q
114789	9q34.11	SLC25A25	9q
114790	2q35	STK11IP	2q
114791	15q11.2	TUBGCP5	15q
114792	6q16.1	KLHL32	6q
114793	2q23.3	FMNL2	2q
114794	22q13.1	ELFN2	22q
114795	12q24.31-q24.32	TMEM132B	12q
114796	7p22.3	PSMG3-AS1	7p
114798	13q31.1	SLITRK1	13q
114799	18q11.2	ESCO1	18q
114800	2p16.1	CCDC85A	2p
114801	6q23.1	TMEM200A	6q
114803	1p32.1	MYSM1	1p
114804	17q25.1	RNF157	17q
114805	2q23.3-q24.1	GALNT13	2q
114814	1q21.1	GNRHR2	1q
114815	10q25.1	SORCS1	10q
114817	15q25.2	CSPG4P5	15q
114818	2p24.1	KLHL29	2p
114819	1p36.13	CROCCP3	1p
114821	6p22.1	ZBED9	6p
114822	8q24.3	RHPN1	8q
114823	19q13.42	LENG8	19q
114824	Xq28	PNMA5	Xq
114825	5q33.3	PWWP2A	5q
114826	17p13.3	SMYD4	17p
114827	1p36.21	FHAD1	1p
114836	1q23.2-q23.3	SLAMF6	1q
114876	18q11.2	OSBPL1A	18q
114879	11p15.4	OSBPL5	11p
114880	2q31.2	OSBPL6	2q
114881	17q21.32	OSBPL7	17q
114882	12q21.2	OSBPL8	12q
114883	1p32.3	OSBPL9	1p
114884	3p23	OSBPL10	3p
114885	3q21.2	OSBPL11	3q
114890	Xq24	MRSS	Xq
114897	17q25.3	C1QTNF1	17q
114898	5q33.3	C1QTNF2	5q
114899	5p13.2	C1QTNF3	5p
1149	18p11.21	CIDEA	18p
114900	11p11.2	C1QTNF4	11p
114902	11q23.3	C1QTNF5	11q
